id,date,country,city,perp_group,fatalities,injured,target_type,region,attack_type,weapon_type,links,summary,taggedTopic
200807110003,2008-07-11,India,Bongaigaon,Unknown,0,0,Business,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807110003,"On Friday, an improvised explosive device (IED) was recovered from a betel nut shop belonging to Dilip Mondal at Paglastan market in Bongaigaon, Assam province, India. Later, the Police and Army jointly defused the explosive. No casualties were reported and no claim of responsibility was made for the incident.",ied
200807100028,2008-07-10,Pakistan,Landi Kotal,Unknown,0,0,Business,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807100028,"On Thursday morning, on Pakistan-Afghan Highway in Sadukhel, Landi Kotal, Federally Administered Tribal Areas, Pakistan, assailants detonated two timed improvised explosive devices outside the doors of two shops selling locally made liquor and CDs, destroying it but causing no casualties. Sources said the shop-owners were earlier issued letters threatening them of dire consequences. They termed it an un-Islamic way of earning money and spreading obscenity in the area.  Authorities later found and safely defused one other IED. No group claimed responsibility.",ied
200807080007,2008-07-08,Iraq,Kirkuk,Unknown,0,4,Government (General),Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807080007,"On Tuesday, a policeman and three civilians were wounded when an IED went off near a courthouse in downtown Kirkuk province. No claim of responsibility has been reported.",ied
200807080006,2008-07-08,Iraq,Baqubah,Unknown,0,3,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807080006,"On Tuesday, an IED went off near a gathering of civilians in al-Katoun neighborhood, central Ba'quba, wounding three civilians. No claim of responsibility has been reported.",ied
200807070007,2008-07-07,Iraq,Baghdad,Unknown,0,Unknown,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807070007,"On Monday, an adhesive IED placed on  a civilian car exploded in Adhamiyah (northern Baghdad), injuring four civilians. No claim of responsibility has been reported.",ied
200806300021,2008-06-30,Iraq,Baghdad,Unknown,0,0,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806300021,"On Monday, at 0715, an IED exploded inside a car in which an unidentified body was left in Adhemiyah, Baghdad, Iraq. No group claimed responsibility for the explosion.",ied
200806260016,2008-06-26,Colombia,Ibague,Revolutionary Armed Forces of Colombia (FARC),1,3,Police,South America,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806260016,"On Thursday, a civilian was killed and three others were wounded when an IED exploded near a police station in Ibague, Tolima, Colombia. Huber Lain Herrera Marin, a member of the Revolutionary Armed Forces of Colombia, was charged with detonating the bomb.",ied
200806230010,2008-06-23,Russia,Grozny,Unknown,0,0,Business,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806230010,"On Monday at noon, a powerful homemade explosive device hidden in a saucepan at a café on Pervomayskaya Ulitsa Street in Grozny, Chechnya province, Russia,  was found and defused  by federal police officers. The IED was planted in a five-litter aluminum saucepan filled with 3 kilograms of plastic explosives, in addition to bolts, screws, an electric detonator and a Nokia mobile telephone to be used as the remote control device. No claim of responsibility was made for the incident.",ied
200806140037,2008-06-14,Pakistan,Dir,Unknown,0,0,Educational Institution,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806140037,"On Saturday 2400, in Dir, North-West Frontier, Pakistan, assailants detonated an improvised explosive device (IED) inside a school, damaging the school but causing no casualties. A second IED planted inside the school was safely disabled by the bomb disposal squad. The IED that exploded contained 12.5 kilograms of explosives fitted in a pressure cooker. The defused bomb contained 12 kilograms of explosives. The building's owner states the damage to the building is 5.6m rupees, while the principle states that the equipment losses totaled 1m rupees. No group claimed responsibility.",ied
200806140013,2008-06-14,Iraq,Baqubah,Unknown,1,0,Government (General),Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806140013,"On Saturday, an IED was detonated in a garden in Al Kahiya village of Abi Seda district in Ba'quba, Diyala, Iraq. The village's mayor was killed in the attack. No group claimed responsibility for the attack.",ied
200806140012,2008-06-14,Iraq,Mosul,Unknown,0,1,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806140012,"On Saturday, a woman was wounded when an IED exploded in Al Darkazliya in eastern Mosul, Ninawa, Iraq. No group claimed responsibility for the attack.",ied
200806140010,2008-06-14,Iraq,Khan Bani Saad,Unknown,1,1,Terrorists/Non-state Militia,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806140010,"On Saturday, an IED exploded at Sahwa headquarters in the village of Youssuf Hammadi in Bani Saad, Diyala, Iraq. One tribal fighter was killed and another one was wounded in the explosion. No group claimed responsibility for the attack.",ied
200806140006,2008-06-14,Iraq,Kirkuk,Unknown,0,0,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806140006,"On Saturday, an IED exploded on Kirkuk-Taza Street south of Kirkuk, At Ta'mim, Iraq. No casualties were reported and no group claimed responsibility for the attack.",ied
200806130002,2008-06-13,Russia,Makhachkala,Unknown,1,0,Private Citizens & Property,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806130002,"On Friday morning at 06:40, a pedestrian was killed when an explosive device that was planted in the bushes near Friendship Alley,150 meters away from the building housing the city authorities, detonated when joggers passed by the park in downtown Makhachkala, Dagestan, Russia. The IED was made of a metallic pipe stuffed with the explosive mixture. No claim of responsibility was made for the incident.",ied
200806090010,2008-06-09,India,Wanjing,Unknown,1,0,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806090010,"On Monday, an improvised explosive device exploded in a farmer's field near a Border Security Force camp at Wangjing in Thoubal, Manipur, India. The farmer, Sanasam Thoiba, was killed in the blast. No group claimed responsibility.",ied
200806090007,2008-06-09,Iraq,Baqubah,Unknown,0,4,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806090007,"On Monday, an IED exploded in an orchard in the village of Al Muradiya in Ba'quba, Diyala, Iraq. Four women were injured in the explosion. No group claimed responsibility for the attack.",ied
200806080026,2008-06-08,Afghanistan,Qarabagh district,Taliban (suspected),0,0,Government (General),South Asia,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806080026,"On Sunday afternoon, in Nani, Qareh Bagh, Ghazni, Afghanistan, armed assailants detonated a remote-controlled improvised explosive device and fired upon the district chief's convoy, causing no injuries or damage.  No group claimed responsibility. It is widely believe the Taliban was responsible.",ied
200806070015,2008-06-07,Iraq,Baghdad,Unknown,0,0,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806070015,"On Saturday, at 1100, an IED exploded in Ur neighborhood in east Baghdad, Iraq. No casualties were reported and no group claimed responsibility for the blast.",ied
200806070014,2008-06-07,Serbia,Bujanovac,Unknown,0,0,Police,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806070014,"On Saturday, a highly powerful explosive device planted next to a police Jeep parked inside the police station's impound car yard exploded in Bujonevac, Central Serbia province, Serbia and Montenegro. Car parts were scattered within a 50-meter area from the blast which also damaged the police administration building as well as nearby buildings and cars. There were no casualties in the explosion and no claim of responsibility was made for the incident.",ied
200806060015,2008-06-06,Philippines,Las Piñas,Unknown,0,0,Business,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806060015,"On Friday shortly before noon, an improvised explosive device had been planted  near an electrical post next to a branch of the Allied Bank on the Alabang-Zapote road in Las Piñas City, Rizal province, Philippines. The IED, which was placed inside a beverage bottle and wrapped in electrical tape containing wires, bulbs and batteries, was defused by authorities. No casualties were reported and no claim of responsibility was made for the incident.",ied
200806060011,2008-06-06,Iraq,Kan'an,Unknown,1,3,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806060011,"On Friday, a bomb exploded on a children's playground near the local radio and television building in Kanan, Diyala, Iraq. One child was killed and three others were wounded in the blast. No group claimed responsibility for the attack.",ied
200806050014,2008-06-05,India,Chandel,Unknown,1,0,Military,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806050014,"On Thursday, an Assam Rifles personnel was killed when an IED planted by unknown militants exploded at Ralugat village in Chandel, Manipur, India. No group claimed responsibility for the blast.",ied
200806040007,2008-06-04,India,Thane,Unknown,0,5,Business,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806040007,"On Wednesday, at 1610, an IED wrapped in a plastic bag and placed on a bicycle detonated in an underground car parking lot for Gadkari Theatre in Thane, Maharashtra, India. Five people were injured in the explosion. No group claimed responsibility for the attack.",ied
200806030029,2008-06-03,Afghanistan,Kandahar,Unknown,0,2,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806030029,"On Tuesday, in the Khwajak Baba area, in Kandahar, Kandahar, Afghanistan, assailants detonated an improvised explosive device in a market area, wounding two civilians and damaging several shops. No group claimed responsibility.",ied
